1	0	319	239	0.739047408104
31	47	316	151	0.735573112965
77	77	180	136	0.713486075401
87	0	317	134	0.707142531872
31	80	230	151	0.683270037174
0	0	172	164	0.670904874802
19	0	153	98	0.652934491634
2	93	256	133	0.550976336002
91	63	166	106	0.52984058857
101	47	316	103	0.49904319644
2	97	134	144	0.441730797291
142	10	213	111	0.400264620781
110	72	319	142	0.37025642395
0	0	76	239	0.318400323391
2	123	296	239	0.315862864256
74	67	138	105	0.275827050209
128	44	242	99	0.266015052795
103	79	179	111	0.253410995007
97	100	170	139	0.24466753006
59	77	122	138	0.238790407777
186	39	319	115	0.229629665613
2	23	76	94	0.196442484856
0	0	95	117	0.194266915321
2	195	296	239	0.184003978968
31	80	112	148	0.164374917746
105	86	135	114	0.159260600805
160	123	296	218	0.156816244125
98	105	148	133	0.155165344477
208	88	319	239	0.152795016766
2	97	66	239	0.147570893168
132	90	180	116	0.140120118856
2	0	319	82	0.137103140354
127	77	166	97	0.135547474027
117	92	159	123	0.130831897259
128	50	190	94	0.123657003045
165	186	319	239	0.119973838329
2	144	285	190	0.118561893702
2	121	172	164	0.116870760918
143	95	310	131	0.112961441278
2	195	145	225	0.101262062788
47	171	292	206	0.0988604426384
104	19	258	83	0.0969719439745
57	0	87	65	0.0964875519276
31	68	95	117	0.0956908464432
186	39	242	98	0.092129573226
2	122	316	168	0.0906847417355
91	68	135	96	0.0869172587991
2	93	256	100	0.0855273529887
163	0	278	62	0.084335282445
239	0	319	81	0.0839460939169
26	112	275	140	0.0788058042526
88	0	319	46	0.0783501937985
59	93	97	138	0.0722279399633
77	0	91	68	0.0686550140381
221	0	292	65	0.0683192759752
108	121	172	148	0.0676555931568
63	129	215	156	0.0657147020102
105	33	179	83	0.0653901919723
245	186	319	239	0.0567870140076
83	197	180	237	0.0520177409053
104	133	193	171	0.0513283200562
2	168	73	239	0.0495478101075
67	0	98	46	0.0469377823174
91	95	124	117	0.0447943620384
0	0	64	50	0.0440689995885
132	19	217	70	0.0438313558698
224	75	319	142	0.0425339899957
86	95	122	136	0.0413743965328
223	69	317	101	0.0412781275809
53	24	117	98	0.0391050800681
186	63	242	85	0.0381092019379
33	22	49	46	0.0380991958082
2	131	66	168	0.037487603724
155	130	290	159	0.0370325408876
152	90	180	106	0.0364106371999
149	39	206	71	0.0360142737627
71	14	79	38	0.0348161831498
86	117	107	136	0.032691065222
19	0	153	17	0.0312906317413
196	70	232	98	0.0311291627586
86	106	114	124	0.0306326858699
163	70	213	111	0.0297946594656
204	39	230	82	0.0271109826863
223	39	262	88	0.0269701480865
186	14	213	23	0.0262004695833
2	207	52	239	0.0253544040024
104	133	193	145	0.0244270898402
117	92	151	109	0.0237577594817
186	64	210	85	0.0220913887024
2	153	62	177	0.0208199992776
228	187	292	227	0.0207304321229
254	69	317	93	0.0198431573808
81	200	143	224	0.0195944905281
77	93	97	101	0.019488375634
2	171	56	214	0.019244581461
118	77	132	99	0.0191629044712
117	106	148	123	0.0191390514374
2	97	22	214	0.0183768831193
2	214	98	239	0.0178964436054
207	44	238	99	0.0178939439356
170	0	319	28	0.0177698656917
191	206	296	224	0.0176341421902
156	116	237	138	0.0172295682132
175	0	245	42	0.0168465711176
191	127	317	195	0.0152452848852
80	0	177	76	0.0142699405551
196	81	213	94	0.0141058452427
131	104	159	116	0.0126819573343
163	0	218	23	0.0113761425018
159	156	231	182	0.0113558806479
152	70	177	83	0.0109943263233
136	0	153	7	0.0107444413006
221	63	242	80	0.0105032287538
64	28	84	70	0.00998273491859
196	81	224	98	0.00955755636096
84	81	110	112	0.00939325243235
2	97	23	144	0.00863227248192
254	79	310	98	0.00835352763534
208	44	234	65	0.0082810074091
155	143	210	151	0.00811402127147
237	32	258	83	0.00688226148486
197	125	234	139	0.00621753185987
2	167	22	214	0.00610483065248
207	70	232	88	0.00604332610965
60	107	117	145	0.00586363300681
159	160	179	171	0.0057464428246
224	87	297	113	0.00541246309876
223	76	261	101	0.00539496168494
197	126	275	140	0.00514954328537
105	129	134	143	0.00496221706271
76	223	255	239	0.00459376350045
50	104	73	117	0.00458019971848
81	200	101	210	0.00423980876803
245	229	317	239	0.00407024100423
115	104	135	114	0.00346123054624
251	149	289	175	0.00344121456146
104	31	132	49	0.00331113114953
170	13	197	23	0.00318397954106
2	168	38	201	0.00314469635487
235	187	292	196	0.00288635492325
142	46	173	61	0.00273082777858
128	213	145	225	0.00272421166301
47	174	114	206	0.00239040330052
2	11	15	50	0.00235023349524
261	232	295	237	0.00227058306336
74	230	98	239	0.0021193139255
2	203	52	214	0.00207652524114
173	68	187	83	0.00191123783588
160	160	206	171	0.00188327208161
129	63	176	92	0.00180684030056
235	176	292	196	0.00178556144238
231	173	242	182	0.00164564698935
28	170	62	176	0.00163133069873
163	231	180	237	0.00157874077559
23	224	98	239	0.00123205408454
76	230	179	239	0.00115326419473
224	87	296	100	0.00113328918815
256	170	268	175	0.000848863273859
266	150	290	159	0.000798441469669
241	95	256	100	0.000677969306707
112	62	122	77	0.000338654965162
299	193	319	239	0.000279027968645
249	182	265	190	0.000259939581156
223	39	245	78	0.000213611871004
232	0	244	7	7.75270164013e-05
238	74	262	88	1.14925205708e-05
0	0	12	38	0.0
15	0	49	30	0.0
211	0	245	42	0.0
272	0	319	25	0.0
175	17	218	39	0.0
108	47	129	64	0.0
131	47	153	72	0.0
117	49	148	72	0.0
148	50	182	71	0.0
148	63	176	82	0.0
119	65	149	80	0.0
182	65	194	74	0.0
80	68	95	86	0.0
91	68	110	93	0.0
129	78	155	92	0.0
162	79	179	90	0.0
167	79	206	101	0.0
268	80	319	115	0.0
300	81	317	93	0.0
103	90	122	111	0.0
2	93	57	98	0.0
175	94	196	111	0.0
33	97	59	115	0.0
300	111	319	141	0.0
26	112	38	127	0.0
279	112	316	133	0.0
156	123	204	138	0.0
259	127	313	155	0.0
2	131	15	164	0.0
4	133	194	204	0.0
32	138	83	149	0.0
290	140	319	195	0.0
299	144	316	150	0.0
190	160	206	171	0.0
276	163	292	173	0.0
2	164	19	188	0.0
45	171	111	178	0.0
175	171	218	197	0.0
299	172	317	188	0.0
26	190	56	201	0.0
165	190	272	213	0.0
83	197	127	203	0.0
217	223	255	230	0.0
112	62	194	77	0.0
256	144	316	175	0.0
45	163	292	178	0.0
170	13	197	83	0.0
299	111	319	188	0.0
175	171	292	197	0.0
279	112	319	195	0.0
1	0	11	95	0.0
70	0	101	82	0.0
303	0	319	14	0.0
19	5	29	17	0.0
170	14	214	28	0.0
162	74	175	88	0.0
275	74	317	89	0.0
105	86	119	104	0.0
1	88	63	98	0.0
101	95	122	127	0.0
153	100	170	115	0.0
59	127	74	138	0.0
306	141	319	195	0.0
290	150	317	172	0.0
251	151	265	157	0.0
8	171	38	179	0.0
208	175	266	195	0.0
26	186	52	198	0.0
45	224	74	239	0.0
23	228	56	235	0.0
232	0	319	14	0.0
251	151	266	175	0.0
231	163	289	182	0.0
208	149	289	195	0.0
165	10	194	31	0.0
101	47	139	80	0.0
128	65	156	94	0.0
32	132	112	148	0.0
290	143	317	151	0.0
179	163	220	186	0.0
23	186	66	206	0.0
228	219	276	227	0.0
290	111	319	151	0.0
28	163	220	186	0.0
303	0	319	104	0.0
307	7	317	78	0.0
275	75	319	142	0.0
110	88	125	108	0.0
