0	70	399	319	0.970489084721
120	110	399	269	0.96659052372
165	90	312	306	0.959902107716
165	196	312	272	0.77870953083
199	110	289	269	0.767788648605
0	105	275	273	0.696664273739
0	221	399	319	0.412104010582
195	221	305	265	0.351047307253
181	91	229	306	0.333484530449
187	155	264	275	0.258337557316
252	162	399	306	0.241438314319
93	19	399	211	0.204524606466
130	91	224	265	0.184761151671
178	57	275	211	0.175426915288
224	204	328	283	0.135167688131
187	155	225	268	0.133402109146
201	91	224	265	0.130158811808
286	228	399	319	0.120301380754
252	215	328	269	0.0791589468718
211	19	301	211	0.0785664096475
90	273	399	302	0.0718584656715
225	163	324	252	0.0695985257626
0	63	358	127	0.057962756604
24	283	317	319	0.0536825954914
0	0	399	127	0.0483154430985
160	289	293	304	0.0465580672026
0	84	268	127	0.0438027642667
257	231	314	265	0.040956325829
314	245	399	287	0.0295065268874
211	110	275	211	0.0262199733406
0	271	141	310	0.0239112079144
225	207	305	247	0.0235064346343
266	169	399	238	0.0225914716721
252	241	399	269	0.0206434763968
252	248	319	265	0.0192407369614
261	266	308	283	0.0188960693777
22	242	222	273	0.0178682450205
210	127	225	244	0.0178398434073
210	110	248	244	0.0173879191279
289	215	312	248	0.0172298848629
143	110	399	179	0.0169295128435
143	296	271	306	0.0151581801474
208	91	220	151	0.0149056613445
337	265	399	287	0.0139724239707
338	289	399	307	0.0137393772602
125	28	289	115	0.013592030853
123	70	399	118	0.0132088884711
37	9	194	103	0.0127368755639
340	269	399	306	0.0127105675638
270	204	328	217	0.0125837568194
143	297	211	304	0.0111985951662
192	57	220	119	0.0111056892201
254	32	381	103	0.010822320357
286	295	399	319	0.0107683390379
206	38	289	115	0.010283537209
268	225	291	239	0.00994506664574
203	191	224	265	0.00973689090461
201	91	220	131	0.00963728595525
312	228	399	251	0.00963183119893
248	289	293	304	0.00959665700793
120	153	399	231	0.00867125019431
181	0	238	103	0.00838631018996
90	273	399	282	0.00830797106028
52	0	91	46	0.0082287620753
90	271	141	280	0.00784111395478
215	175	266	211	0.00779418461025
286	297	349	319	0.00748194381595
162	293	217	302	0.00672826357186
346	273	399	282	0.00664207339287
314	245	399	266	0.00655953772366
250	211	312	234	0.00630105193704
291	221	305	247	0.00620781909674
195	245	220	265	0.00575968436897
56	21	91	50	0.00563164055347
0	0	61	62	0.00549529865384
225	207	266	235	0.00542624760419
190	242	222	273	0.00525599904358
0	138	275	158	0.00505171716213
250	213	287	228	0.00505037978292
197	46	243	115	0.00492642261088
254	32	293	95	0.00478120148182
240	18	399	60	0.00468802265823
324	307	399	319	0.00464689545333
33	0	90	25	0.00452174805105
211	81	250	135	0.0044425483793
238	146	254	173	0.00440701656044
37	32	61	62	0.00425783917308
165	196	208	251	0.00404112506658
54	0	135	88	0.00395925715566
176	38	213	56	0.00363201089203
344	18	399	53	0.00354001671076
229	81	241	119	0.00349400378764
211	127	233	159	0.0034515671432
0	0	42	19	0.00342838093638
213	146	261	208	0.00339785590768
181	299	213	306	0.00333816371858
33	0	91	66	0.00315127521753
0	0	97	88	0.00312905013561
12	40	42	60	0.00311822630465
224	207	250	230	0.00305217131972
337	36	388	57	0.0030242819339
277	60	399	114	0.00299169868231
303	36	399	80	0.00277256034315
14	46	95	91	0.00274135731161
58	0	150	28	0.00273142196238
211	134	236	193	0.00270567834377
280	11	383	39	0.00266622193158
38	71	52	88	0.00264679454267
77	0	90	29	0.0024393517524
240	0	383	43	0.00217772834003
280	0	399	71	0.00215439870954
187	18	245	46	0.00208288617432
33	175	181	191	0.00207679532468
93	0	130	50	0.00199224613607
72	32	93	56	0.00197599455714
178	36	240	50	0.00187158957124
0	156	176	186	0.00181526876986
229	196	255	210	0.00170222111046
317	35	363	50	0.00169259868562
33	0	54	15	0.00167257711291
81	0	97	42	0.00165596418083
54	36	91	70	0.0015629734844
331	86	386	105	0.0015034712851
277	117	399	134	0.00150334648788
15	69	82	93	0.00123107805848
33	70	60	90	0.00122636184096
280	0	328	12	0.00120721757412
337	42	384	52	0.00119824707508
54	114	141	122	0.00116949900985
